vertices: 3
actions: 3
results: 
{1, 5, 9, 12, 13, 17, 21, 22, 26, 28, 29, 30}
{1, 5, 9, 12, 13, 17, 20, 24, 25, 28, 29, 30}
{1, 5, 9, 11, 15, 16, 20, 24, 25, 28, 29, 30}
{2, 4, 9, 12, 13, 17, 19, 24, 26, 28, 29, 30}
{2, 4, 9, 12, 13, 17, 21, 23, 25, 28, 29, 30}
{2, 4, 9, 10, 15, 17, 20, 24, 25, 28, 29, 30}
{2, 4, 9, 10, 15, 17, 21, 23, 25, 28, 29, 30}
{2, 4, 9, 11, 15, 16, 21, 23, 25, 28, 29, 30}
{3, 4, 8, 10, 15, 17, 21, 23, 25, 28, 29, 30}
{1, 6, 8, 11, 15, 16, 21, 23, 25, 28, 29, 30}
